time,seconds_elapsed,z,y,x
1783081045101898200,0.117898193359375,0.00013315795513335615,-0.00013315795513335615,0.0006657897611148655
1783081045141526300,0.1575263671875,-0.0009321057004854083,-0.00013315795513335615,-0.0003994738799519837
1783081045161377000,0.177376953125,0.00013315795513335615,-0.00013315795513335615,-0.0003994738799519837
1783081045181227300,0.197227294921875,0.00013315795513335615,-0.00013315795513335615,0.0006657897611148655
1783081045201077200,0.2170771484375,0.00013315795513335615,-0.00013315795513335615,-0.0003994738799519837
1783081045220927000,0.236927001953125,0.00013315795513335615,-0.00013315795513335615,-0.0003994738799519837
1783081045240776700,0.256776611328125,0.00013315795513335615,-0.0011984215816482902,-0.0003994738799519837
1783081045260626200,0.276626220703125,0.00013315795513335615,-0.00013315795513335615,0.0006657897611148655
1783081045280475600,0.2964755859375,0.00013315795513335615,-0.00013315795513335615,-0.0003994738799519837
1783081045300324900,0.316324951171875,0.00013315795513335615,-0.00013315795513335615,-0.0003994738799519837
1783081045320174000,0.336174072265625,0.00013315795513335615,-0.00013315795513335615,-0.0003994738799519837
1783081045340023300,0.356023193359375,0.00013315795513335615,-0.00013315795513335615,-0.0003994738799519837
1783081045359872500,0.37587255859375,-0.0009321057004854083,-0.00013315795513335615,-0.0003994738799519837
1783081045379721500,0.395721435546875,0.00013315795513335615,-0.00013315795513335615,0.0006657897611148655
1783081045399570700,0.41557080078125,0.00013315795513335615,0.0009321057004854083,0.0006657897611148655
1783081045419419600,0.435419677734375,0.00013315795513335615,-0.00013315795513335615,-0.0003994738799519837
1783081045439268600,0.4552685546875,-0.0009321057004854083,-0.00013315795513335615,-0.0003994738799519837
1783081045459117800,0.475117919921875,-0.0009321057004854083,-0.00013315795513335615,-0.0003994738799519837
1783081045478966800,0.494966796875,-0.0009321057004854083,-0.00013315795513335615,0.0006657897611148655
1783081045498781200,0.51478125,0.00013315795513335615,-0.00013315795513335615,-0.0003994738799519837
1783081045518525400,0.534525390625,0.00013315795513335615,-0.00013315795513335615,-0.0003994738799519837
1783081045538336800,0.554336669921875,0.00013315795513335615,-0.00013315795513335615,0.0006657897611148655
1783081045558355200,0.574355224609375,0.00013315795513335615,-0.00013315795513335615,-0.0003994738799519837
1783081045578205700,0.594205810546875,0.00013315795513335615,-0.00013315795513335615,0.0006657897611148655
1783081045597882600,0.613882568359375,0.00013315795513335615,-0.0011984215816482902,-0.0003994738799519837
1783081045617728500,0.633728515625,0.00013315795513335615,-0.0011984215816482902,-0.0003994738799519837
1783081045637575000,0.653574951171875,0.00013315795513335615,0.0009321057004854083,0.0006657897611148655
