version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,CPH2573,1783080841108,2026-07-03_12-14-01,Africa/Nairobi,android,1.60.2,042e192f-2bce-404e-a668-bcc345b7eabb,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,20|20||20|20|20,false,36
