time,seconds_elapsed,z,y,x
1783080557477215000,0.095215087890625,0.03701791167259216,-0.35393384099006653,0.0003994738799519837
1783080557496854000,0.11485400390625,0.11744531989097595,-0.46152547001838684,0.1447426974773407
1783080557516840200,0.134840087890625,0.08388951420783997,-0.7170555591583252,0.12450268864631653
1783080557536537600,0.15453759765625,0.0007989477599039674,-0.7942872047424316,0.10958899557590485
1783080557556404500,0.174404541015625,-0.060986343771219254,-0.6259755492210388,0.07070687413215637
1783080557576391200,0.19439111328125,-0.11211899667978287,-0.39121806621551514,-0.00798947736620903
1783080557596104200,0.214104248046875,-0.17496955394744873,-0.20319904386997223,-0.13848426938056946
1783080557616091100,0.234091064453125,-0.1387505829334259,-0.2138516753911972,-0.29933908581733704
1783080557635804700,0.2538046875,-0.0540621280670166,-0.2607232630252838,-0.41598546504974365
1783080557655807000,0.273806884765625,0.05459476262331009,-0.21331904828548431,-0.4037349224090576
1783080557675640600,0.293640625,0.11211899667978287,-0.015712639316916466,-0.32650330662727356
1783080557695354600,0.313354736328125,0.08069372177124023,0.21531641483306885,-0.343547523021698
1783080557715357400,0.333357421875,0.0354200154542923,0.1700427085161209,-0.4463454782962799
1783080557735206700,0.35320654296875,-0.0727042406797409,-0.036485280841588974,-0.6097303032875061
1783080557755056400,0.373056396484375,-0.04607265070080757,-0.28309381008148193,-0.7040061354637146
1783080557774906000,0.392906005859375,0.07696529477834702,-0.30493173003196716,-0.5352949500083923
1783080557794756000,0.412756103515625,0.10626004636287689,-0.25806012749671936,-0.33715593814849854
1783080557814606000,0.432606201171875,0.1813611388206482,-0.24048326909542084,-0.14700637757778168
1783080557854343700,0.47234375,-0.06151897460222244,-0.2559295892715454,0.14793848991394043
1783080557874155800,0.49215576171875,-0.10626004636287689,-0.1957421898841858,0.24434484541416168
1783080557894006300,0.51200634765625,-0.09347688406705856,-0.07909582555294037,0.19907113909721375
1783080557913857000,0.53185693359375,0.02636527456343174,-0.11744531989097595,0.0456731803715229
1783080557933515300,0.551515380859375,0.19467693567276,-0.1675127148628235,-0.066046342253685
1783080557953365500,0.571365478515625,0.25433170795440674,-0.14993585646152496,-0.10865689069032669
1783080557973216000,0.591216064453125,0.19307903945446014,-0.1153147891163826,-0.09161267429590225
1783080557993066200,0.611066162109375,0.09986846894025803,-0.24048326909542084,-0.018109481781721115
1783080558013109500,0.631109619140625,0.10626004636287689,-0.2649843394756317,0.11065425723791122
1783080558032960000,0.6509599609375,0.16484954953193665,-0.1243695318698883,0.23156169056892395
1783080558052618200,0.6706181640625,0.19840535521507263,-0.07004108279943466,0.2565953731536865
1783080558072468700,0.69046875,0.21331904828548431,-0.1669800728559494,0.23529011011123657
1783080558092319200,0.7103193359375,0.19414429366588593,-0.18029586970806122,0.24594274163246155
1783080558112362200,0.7303623046875,0.15526217222213745,-0.002929474925622344,0.26884591579437256
1783080558132059100,0.75005908203125,0.11265163123607635,0.005459476262331009,0.252334326505661
1783080558151909600,0.76990966796875,0.07590003311634064,-0.1675127148628235,0.18096165359020233
1783080558171760000,0.789760009765625,-0.0050600022077560425,-0.21598219871520996,0.022237379103899002
1783080558191572200,0.809572265625,-0.11318425834178925,-0.020506324246525764,-0.13369058072566986
1783080558211615500,0.829615478515625,-0.1856221854686737,0.23875221610069275,-0.16405059397220612
1783080558231273500,0.8492734375,-0.18295903503894806,0.4326302111148834,-0.0708400309085846
1783080558251124000,0.8691240234375,-0.14194637537002563,0.5491434335708618,0.06857634335756302
1783080558270974500,0.888974365234375,-0.11158636957406998,0.4752407371997833,0.16924376785755157
