acc_x_mean,acc_x_var,acc_x_std,acc_x_rms,acc_x_dom_freq,acc_x_spectral_energy,acc_y_mean,acc_y_var,acc_y_std,acc_y_rms,acc_y_dom_freq,acc_y_spectral_energy,acc_z_mean,acc_z_var,acc_z_std,acc_z_rms,acc_z_dom_freq,acc_z_spectral_energy,gyro_x_mean,gyro_x_var,gyro_x_std,gyro_x_rms,gyro_x_dom_freq,gyro_x_spectral_energy,gyro_y_mean,gyro_y_var,gyro_y_std,gyro_y_rms,gyro_y_dom_freq,gyro_y_spectral_energy,gyro_z_mean,gyro_z_var,gyro_z_std,gyro_z_rms,gyro_z_dom_freq,gyro_z_spectral_energy,activity,session,window_id,symbol,state
0.2255424504537154,-0.3642720570996436,-0.6073910520294818,-0.6124366117990709,-0.4408877411021771,-0.3599786901171809,0.1997563324809372,-0.4935874798310704,-0.6233872448472307,-0.6281113582557025,-0.694441766905553,-0.4880568769218507,-0.0639980087151206,-0.5478326519114533,-0.6491584380926496,-0.6517980788229992,0.3357738863149322,-0.5415216994472849,0.0805147501847655,-0.4852300488284675,-0.669431358435599,-0.6717170820044651,-1.2430170741737168,-0.4768904424248662,0.0518111192061735,-0.4723831950331855,-0.7299540981060253,-0.7222811558882193,0.5410752457467066,-0.4689251300603606,0.0030981312765946,-0.4947549321150258,-0.7752727067529315,-0.7650730315726455,0.0861798783963647,-0.488497035852607,standing,2026-07-03_12-02-02,0.0,11,0
0.180884032456706,-0.3640745176024094,-0.5982643353916652,-0.6035317332129899,-0.7088531097913935,-0.3597350821532206,0.2522699881388981,-0.493609444363759,-0.6259205873019019,-0.6307753927457806,-0.5487884502890253,-0.4880715205702761,-0.0364594213878928,-0.5479279054362979,-0.6560390248213107,-0.6588896664259463,-0.1149547257866784,-0.541597910376052,-0.0630914371462715,-0.4862606752110303,-0.6930698042501956,-0.6956046248474643,0.4502611353501486,-0.4776901309210944,0.0075573146267252,-0.4728254762584923,-0.7432720392976673,-0.7361665421302106,-1.249214446960643,-0.4692376483729635,0.0323472362633354,-0.4944442840219625,-0.7673520125436669,-0.7642579647267315,-0.7053447354655608,-0.4880437150200009,standing,2026-07-03_12-02-02,1.0,11,0
0.2068334780373898,-0.3643035745287353,-0.6090618865413366,-0.6143753937690352,-0.1256343661736875,-0.3599683896464101,0.230283938304964,-0.4936179092681614,-0.6270679584733754,-0.6324304884295386,-0.0732732107468317,-0.488080172216114,-0.0345335988471908,-0.547912856153784,-0.6547558869395473,-0.6576040249311491,-0.1308627944490883,-0.541582480574538,-0.0249102787260016,-0.4859978244662099,-0.6862193638065595,-0.6901231425488277,-0.3112321011909446,-0.4774245407188328,0.0178873783771751,-0.4731642975408458,-0.7565713504777112,-0.7489111939822198,0.7487310510317344,-0.4695851246363414,0.0075277808995201,-0.4941837147884086,-0.7613312961321982,-0.7558019684238321,-0.7098505681820423,-0.4877790993838312,standing,2026-07-03_12-02-02,2.0,11,0
0.1955371662341217,-0.3639262138754098,-0.5924468660742498,-0.5979698112780141,-0.306905056757569,-0.3595844020191251,0.2366590715303993,-0.4936149378863653,-0.6266507035275943,-0.6319561797597193,-0.057208506708244,-0.4880771079138687,-0.0388689241900689,-0.547852674905483,-0.6504122091988573,-0.6532994542103843,-0.1149547257866784,-0.5415213345705446,-0.0279359800364712,-0.4855101731766623,-0.6751261870819357,-0.6791616807348599,0.4502611353501486,-0.4769292524947926,-0.0043543275840528,-0.4727756467105736,-0.7416013464635482,-0.7339519940455301,-0.3414619267146629,-0.4691864767623954,0.013786447958315,-0.4937738589056565,-0.752710307156796,-0.7503587168919172,-0.0159523298438837,-0.4873599097739458,standing,2026-07-03_12-02-02,3.0,11,0
0.198835359104279,-0.3640592621615461,-0.5976328291666795,-0.6031014844592574,-0.5078790832744813,-0.3597195291402325,0.2296229136711538,-0.4936110906921997,-0.6261342425501187,-0.6315034624086948,-0.057208506708244,-0.4880733157053049,-0.0437747647170728,-0.5478312297033112,-0.6490721214662893,-0.6519600981915437,-0.2772170261432582,-0.5414992268357708,-0.0148693479299446,-0.4858210685948441,-0.6819928296770695,-0.686079115289902,-0.2871342139586314,-0.4772464940431346,0.0015107952262009,-0.473001646343265,-0.7496834283535138,-0.7418721676786041,0.793228723592812,-0.4694179183264799,0.0344442483687079,-0.4939437089568471,-0.7561735760986193,-0.755222192343118,-0.7053447354655608,-0.4875326450872563,standing,2026-07-03_12-02-02,4.0,11,0
0.1966258744839321,-0.3643490684810869,-0.6116214976817536,-0.616897212594297,0.859532430477843,-0.3600145984249354,0.2280573247528637,-0.4936181992682766,-0.6271096245203637,-0.6324728199535921,-0.5552143319044603,-0.488080466854805,-0.0455621667904977,-0.5479246752014812,-0.6557544511338687,-0.6585932651997503,-0.1308627944490883,-0.541594537681489,-0.015963317454708,-0.4863970524506285,-0.6969637501224885,-0.7008224422447471,-0.3112321011909446,-0.4778287846438633,0.0406507460690082,-0.4727232898034079,-0.7399017130628897,-0.7323763387572116,0.7487310510317344,-0.4691336608814111,0.0269056777324392,-0.4950429773419192,-0.7836262905130292,-0.7770078348234614,-0.2592672965338874,-0.4886527527103147,standing,2026-07-03_12-02-02,5.0,11,0
0.2029112671186013,-0.3643510873918305,-0.6117396722651686,-0.6170316090536974,-0.2960415958647628,-0.36009377829443,0.2436275255493,-0.4936056115574055,-0.6254384652794622,-0.6306135835732488,-0.433643598639473,-0.4880805029825831,-0.028078115040764,-0.5478256958669682,-0.648739458760083,-0.6515765608317023,-0.0491727121286056,-0.5415445584924251,-0.0202114742901301,-0.4858883269347235,-0.6835699666734156,-0.6875801175004795,-0.1874861937817692,-0.4777020787142598,0.0326928600237504,-0.472656209117289,-0.7377994855895449,-0.7308691955643175,-0.249459982095138,-0.4693155782548691,0.0135476850522141,-0.4947804750159069,-0.7759684869353559,-0.768527534620933,-0.3140679647073116,-0.4886988586615639,standing,2026-07-03_12-02-02,6.0,11,0
0.192375243226758,-0.3644948454325781,-0.6216537242506808,-0.6267361896425022,-0.8874966889175376,-0.3601788906676098,0.226401695610527,-0.4936216987338904,-0.6276270069115555,-0.632980552319628,-0.5123751211348934,-0.4880876350349623,-0.0528341806166659,-0.5479188805915195,-0.6552569187508737,-0.6580163241442424,-0.0248090033663563,-0.5415995235943183,0.0436424248630722,-0.4864221138259988,-0.6977101270737761,-0.7006599717937335,0.6687486462564539,-0.4779583273729806,0.0014906396574398,-0.4731918531508287,-0.7578689447642107,-0.7494766679713664,0.5410752457467066,-0.4696575221314054,-0.0072629929398044,-0.4954338492294577,-0.7975946177613338,-0.7757088042211591,-0.4244811628048775,-0.4891077416025592,standing,2026-07-03_12-02-19,0.0,11,0
0.1915149536468983,-0.3643943936682093,-0.6143847356197311,-0.6195683436346712,-0.5078790832744813,-0.3600608814999509,0.2223350054995326,-0.4936299958316975,-0.6289861087109221,-0.6342803677902821,-0.7126484314826191,-0.4880924549579281,-0.039884949071728,-0.5479277052532431,-0.6560212312763737,-0.6588792736885875,0.2095698749264811,-0.5415975463508887,0.0236046193631837,-0.4862923666944274,-0.6939510686516815,-0.6976223700655465,0.2044626855805552,-0.4777215828113073,0.0128782516473812,-0.4732598194763531,-0.7612903629702472,-0.7532917873732629,-0.1145237966531679,-0.469682534356089,0.0408245187844763,-0.4949875984790685,-0.7819246788602965,-0.7761539468583505,0.9032375443183523,-0.4885960591457178,standing,2026-07-03_12-02-19,1.0,11,0
0.2149595821828497,-0.3643317376191324,-0.6106238375698323,-0.615830242308565,-0.7088531097913935,-0.3599970049103406,0.2264776226185662,-0.4935920896553455,-0.62387831259513,-0.6292554808977965,-0.3849284690954316,-0.488054277244705,-0.0384192195832769,-0.5479058078769046,-0.6541887458567573,-0.6570553284078218,-0.1149547257866784,-0.5415752676741726,-0.0211952576343607,-0.4863766362670167,-0.6963632202479066,-0.7001613817403582,-0.2871342139586314,-0.4778069560144542,0.034464326578707,-0.473088687866332,-0.7532236377158394,-0.7451925740880483,0.566290593531317,-0.4695077051753373,0.0352919767866032,-0.4942185261482078,-0.7621082405090837,-0.7600733053084541,-0.7053447354655608,-0.4878123891090318,standing,2026-07-03_12-02-19,2.0,11,0
0.1924387775841517,-0.364366840122089,-0.6126766435416449,-0.617897995549902,-0.4693946952180512,-0.3600534591114358,0.2413055934868653,-0.4936071134030442,-0.6256249445591029,-0.6308543188239855,-0.5278701548175028,-0.488072751171912,-0.0429728146640662,-0.5478950041368527,-0.6533549410136329,-0.656221720221096,-0.0631688852473445,-0.5415734060606425,-0.0247675099154768,-0.4864188260208379,-0.6976116176851721,-0.701327218989675,-0.2086879002023782,-0.4779205333484086,0.0208866735089698,-0.4730451745102295,-0.7514168268349187,-0.744030905642751,-0.2690348639290795,-0.4695041779186405,-0.0100296858702617,-0.4946310590709885,-0.7720013687133198,-0.758007871446185,-0.6906768119416953,-0.4883350528588268,standing,2026-07-03_12-02-19,3.0,11,0
0.2125890942747391,-0.3643765812264137,-0.6132699518121654,-0.6184702655566207,-0.0854234765144412,-0.3600525683182624,0.2229849196206049,-0.4936092690162003,-0.6258980735678514,-0.6312341081762308,-0.0404881004639998,-0.4880730833787376,-0.0507038940296361,-0.5478538050621786,-0.6504852696091359,-0.6533174398756008,-0.0983973481992723,-0.5415284238994751,0.0519833773965989,-0.4861829049253739,-0.690961784520313,-0.6937792753568027,-0.2620527394923463,-0.477655978497932,0.0232745637277437,-0.4730126712146139,-0.7501159562456348,-0.7427666753238872,0.8395426276869947,-0.4694516827804722,0.089684992637617,-0.494930869579467,-0.7802329405244081,-0.7610314343475848,0.2372938599763241,-0.4885776119750826,standing,2026-07-03_12-02-19,4.0,11,0
0.2019058297433419,-0.3643390549232316,-0.6110414707036789,-0.6163428095613055,-0.1256343661736875,-0.3600044275285136,0.2293206463823489,-0.4936159526088887,-0.6267912775387052,-0.6321570823997411,-0.0732732107468317,-0.488078184259914,-0.0213759463978889,-0.5478958052597308,-0.6534154058261911,-0.6561023468047991,-0.1308627944490883,-0.5415650862413837,-0.0985193714730999,-0.4863161291545591,-0.6946208448309904,-0.6948872471230763,0.4117045157784476,-0.4777468446193504,0.0125522141318962,-0.473196502439637,-0.7580925328865903,-0.7502713432061184,-0.3637107629952018,-0.4696180930931306,-0.0042389327236309,-0.494810802973159,-0.7768047716059454,-0.7635879434674377,-0.4845589323579648,-0.4884166899274517,standing,2026-07-03_12-02-19,5.0,11,0
0.2049611080443761,-0.3644257872909242,-0.6164558438523219,-0.6216816472418748,-0.8236954106582006,-0.3601573444721436,0.232711469836584,-0.4936153860448146,-0.6267125520348993,-0.6320643550649435,-0.4083370378373736,-0.48808921283424,-0.0633775968242241,-0.5478781132534382,-0.6521253441874025,-0.6547244886797516,0.0009469173251641,-0.5415888773060886,0.0502267701132304,-0.485858147033199,-0.682857780168265,-0.6859898921062928,-0.1115638926946363,-0.477736386089759,0.0257918904350485,-0.4730071307752639,-0.7498980606198906,-0.742498603356689,0.7932287235928117,-0.4696001805967086,0.005449390482256,-0.4951327583599981,-0.7865027754593171,-0.7740059603084418,-0.6068601060910355,-0.4889916421559869,standing,2026-07-03_12-02-19,6.0,11,0
0.1962893632966397,-0.3641525808658452,-0.6016400122924661,-0.6070460263841417,-0.4408877411021771,-0.3598713271890842,0.2041537390696799,-0.4936064015856514,-0.6255361823212477,-0.6303429257701322,0.7620913992597247,-0.4880738849910671,-0.0304635419005889,-0.5479379256853578,-0.6569586457607559,-0.659751803433438,-0.0248090033663563,-0.5416167124018241,0.0347700185707866,-0.4843409770288375,-0.6535313192613973,-0.6576984639528528,-0.1505795196421907,-0.4760939872025552,-0.0430520541428915,-0.4724476327315339,-0.7317162993446166,-0.7204704445932661,0.793228723592812,-0.4689834905198886,0.0965465428215426,-0.4937390370664984,-0.7520173811461124,-0.739329787046095,-0.4244811628048775,-0.487583208620541,standing,2026-07-03_12-01-03,0.0,11,0
0.1885576841579807,-0.3638623254317511,-0.5901310171660313,-0.5956318217849217,-0.4408877411021771,-0.3596104998068546,0.2254564243114171,-0.4934561909628111,-0.6133526139058436,-0.6187885552111838,0.9441580450303844,-0.4879388661872152,-0.0472965425420442,-0.5476777292149385,-0.6411947179623393,-0.6441132206802752,-0.5656833378882891,-0.5413818767490467,-0.0737152783206565,-0.4803046121658734,-0.6012225695920148,-0.6056653121870026,-1.2430170741737168,-0.4724780994018197,-0.0916929449224519,-0.4715103494313811,-0.7096452803230971,-0.6931179072441658,-0.9718456213299268,-0.4681346041458111,0.0315044644150472,-0.4770103275131945,-0.5837815378155182,-0.6146960907192529,-0.4244811628048775,-0.4725352463637192,standing,2026-07-03_12-01-03,1.0,11,0
